datestr,XCENU,YCENU,XCENO,YCENO,DXCEN,DYCEN,totalTime,timeOfYear,timeOfDay,T_SPCCD,T_SPCEB
20160528_203305,810.263245,239.417862,795.760071,182.880829,14.503174,56.537033,9.680921,0.407546,0.856308,-42.811000,-9.418130
20160528_205854,811.543762,239.140884,797.691467,182.797241,13.852295,56.343643,9.680970,0.407595,0.874236,-40.905200,-7.970710
20160529_020442,833.854675,234.825546,819.416504,181.839798,14.438171,52.985748,9.681551,0.408177,0.086597,-43.307100,-10.531500
20160529_030105,837.883301,240.150833,824.573425,181.652695,13.309875,58.498138,9.681658,0.408284,0.125752,-44.215500,-11.296900
20160529_043805,844.581116,240.289978,831.216980,181.353195,13.364136,58.936783,9.681843,0.408468,0.193113,-46.028200,-11.909300
20160529_075505,857.981384,239.300461,844.271545,180.725479,13.709839,58.574982,9.682217,0.408843,0.329919,-44.875300,-12.228400
20160529_093305,863.948914,239.179306,850.412598,180.420654,13.536316,58.758652,9.682404,0.409029,0.397975,-44.133000,-12.205600
20160529_111135,869.558105,238.955261,856.322083,180.113327,13.236023,58.841934,9.682591,0.409217,0.466377,-45.945900,-12.319800
20160529_125005,875.176575,238.891983,862.077087,179.363159,13.099487,59.528824,9.682778,0.409404,0.534780,-44.380600,-12.777900
20160530_090004,915.891113,235.767654,900.209473,177.030701,15.681641,58.736954,9.685079,0.411704,0.375046,-40.240900,-9.528800
20160530_153504,916.370422,236.895065,900.209473,177.025253,16.160950,59.869812,9.685830,0.412455,0.649352,-39.159700,-8.954800
20160531_012504,126.107605,7.037403,112.156898,-48.448227,13.950706,55.485630,9.686952,0.413577,0.059074,-44.628000,-9.573110
20160531_023234,137.361801,7.370463,122.469398,-48.510796,14.892403,55.881259,9.687080,0.413706,0.105949,-44.463100,-11.591200
20160531_025934,141.655594,6.392994,126.641396,-48.598598,15.014198,54.991592,9.687131,0.413757,0.124699,-39.991500,-8.101230
20160531_041104,152.368332,7.428369,137.378403,-48.671581,14.989929,56.099950,9.687267,0.413893,0.174352,-45.534400,-10.823400
20160531_044004,158.384048,6.417236,141.858398,-48.767700,16.525650,55.184937,9.687322,0.413948,0.194491,-39.991500,-7.234970
20160531_122315,-658.197815,252.075104,-670.129700,199.489182,11.931885,52.585922,9.688203,0.414829,0.516146,-45.452000,-13.145900
20160531_140106,-646.922424,252.770828,-659.933289,200.045776,13.010864,52.725052,9.688389,0.415015,0.584097,-45.369700,-12.525700
20160531_160106,-634.517395,247.721954,-647.187317,200.083038,12.669922,47.638916,9.688617,0.415243,0.667431,-40.074600,-9.064900
20160531_210106,-599.857483,247.905426,-614.202820,200.174118,14.345337,47.731308,9.689188,0.415813,0.875764,-41.154100,-10.330100
20160531_222006,-593.265381,251.030716,-605.396301,200.215790,12.130920,50.814926,9.689338,0.415963,0.930625,-44.380600,-11.342100
20160601_143705,-474.595367,253.926834,-487.516327,200.210541,12.920959,53.716293,9.691195,0.417821,0.609086,-46.603700,-13.376600
20160601_162706,-459.980927,250.482559,-473.341797,199.649536,13.360870,50.833023,9.691404,0.418030,0.685486,-40.988200,-10.240700
